N_Ser,N_Par,Irradiation,Temperature,Current,Voltage,Label
1,1,800,35,0.01654193559,24.00312839,2
1,1,800,40,0.01587235662,24.015,2
1,1,800,45,0.01558930448,23.4,2
1,1,800,50,0.01528483836,22.9372882,2
1,1,800,55,0.01497582431,22.48,2
1,1,800,60,0.01476754323,21.89,2
1,1,800,65,0.01436307778,21.55338665,2
1,1,800,70,0.01405331939,21.09315,2
1,1,800,75,0.01374462866,20.63,2
1,1,800,80,0.01343631095,20.165,2
1,1,800,85,0.01312714717,19.7,2
1,1,800,90,0.01281715054,19.235,2
1,1,810,10,0.01774047181,26.70815,2
1,1,810,15,0.01742658138,26.155,2
1,1,810,20,0.01712323393,25.7,2
1,1,810,25,0.01752913082,24.26934578,2
1,1,810,30,0.01669963413,24.62,2
1,1,810,35,0.01620969015,24.3310005,2
1,1,810,40,0.01590579147,23.87075154,2
1,1,810,45,0.01559901695,23.41336696,2
1,1,810,50,0.01543688991,22.875,2
1,1,810,55,0.01498836247,22.49,2
1,1,810,60,0.01468052825,22.03,2
1,1,810,65,0.01437423927,21.56632988,2
1,1,810,70,0.01371900827,21.72,2
1,1,810,75,0.01375589377,20.64365705,2
1,1,810,80,0.01302013217,21.01237034,2
1,1,810,85,0.01313791727,19.71527295,2
1,1,810,90,0.01282749656,19.25134578,2
1,1,820,10,0.01773858159,26.62,2
1,1,820,15,0.01743658245,26.165,2
1,1,820,20,0.01713129326,25.71334578,2
1,1,820,25,0.01683052473,25.25334578,2
1,1,820,30,0.01719344415,24.008194,2
1,1,820,35,0.0162192792,24.34334578,2
1,1,820,40,0.01591439995,23.885,2
1,1,820,45,0.01519999253,24.07878742,2
1,1,820,50,0.02746475936,20.033,2
1,1,820,55,0.0149973327,22.505,2
1,1,820,60,0.01471978656,22.143,2
1,1,820,65,0.0146123079,21.37040348,2
1,1,820,70,0.01407533014,21.12,2
1,1,820,75,0.0137651187,20.66,2
1,1,820,80,0.01345737915,20.195,2
1,1,820,85,0.01314879348,19.73,2
1,1,820,90,0.01278012016,19.42,2
1,1,830,10,0.01767985482,26.895,2
1,1,830,15,0.01744304909,26.18,2
1,1,830,20,0.01714137592,25.72334578,2
1,1,830,25,0.01683645765,25.27,2
1,1,830,30,0.01653285312,24.81315,2
1,1,830,35,0.01623021439,24.35334578,2
1,1,830,40,0.01592251214,23.89966296,2
1,1,830,45,0.01569442091,23.34836696,2
1,1,830,50,0.01531241698,22.98,2
1,1,830,55,0.01500607247,22.52,2
1,1,830,60,0.01469989784,22.05836696,2
1,1,830,65,0.01439022749,21.600625,2
1,1,830,70,0.0140849217,21.135,2
1,1,830,75,0.01379509665,20.675,2
1,1,830,80,0.01374884774,20.00803981,2
1,1,830,85,0.01315923651,19.745,2
1,1,830,90,0.01284677005,19.285,2
1,1,840,10,0.01775408375,26.645,2
1,1,840,15,0.0174526498,26.19,2
1,1,840,20,0.01715015519,25.735,2
1,1,840,25,0.01684643813,25.28027295,2
1,1,840,30,0.0165381185,24.905,2
1,1,840,35,0.01623650429,24.37,2
1,1,840,40,0.01593308803,23.91030632,2
1,1,840,45,0.01575857062,23.3,2
1,1,840,50,0.01532307203,22.99136696,2
1,1,840,55,0.01501458731,22.535,2
1,1,840,60,0.01470760506,22.075,2
1,1,840,65,0.01443645992,21.58,2
1,1,840,70,0.01409427812,21.15,2
1,1,840,75,0.01378463101,20.69,2
1,1,840,80,0.01359958154,20.21,2
1,1,840,85,0.01316943425,19.76,2
1,1,840,90,0.01285971348,19.2963,2
1,1,850,10,0.01776321378,26.655,2
1,1,850,15,0.01745872559,26.205,2
1,1,850,20,0.01715650854,25.75,2
1,1,850,25,0.01685325086,25.295,2
1,1,850,30,0.01654897181,24.84,2
1,1,850,35,0.01624503492,24.38298176,2
1,1,850,40,0.01588279087,24.02834578,2
1,1,850,45,0.01563791941,23.4634,2
1,1,850,50,0.01533200081,23.005,2
1,1,850,55,0.01502288247,22.55,2
1,1,850,60,0.01471726567,22.08836696,2
1,1,850,65,0.01441099033,21.62636696,2
1,1,850,70,0.0140845946,21.29,2
1,1,850,75,0.01379403503,20.705,2
1,1,850,80,0.01382114225,19.90600575,2
1,1,850,85,0.01317916544,19.7753408,2
1,1,850,90,0.01291029703,19.315,2
1,1,860,10,0.01776882667,26.67,2
1,1,860,15,0.0174679446,26.215,2
1,1,860,20,0.01723509062,25.77334578,2
1,1,860,25,0.01686301845,25.305,2
1,1,860,30,0.01656011595,24.84834578,2
1,1,860,35,0.01625400608,24.395,2
1,1,860,40,0.01674372965,23.00115,2
1,1,860,45,0.01564438584,23.48,2
1,1,860,50,0.01533837156,23.02215485,2
1,1,860,55,0.01503429486,22.56,2
1,1,860,60,0.01472786383,22.1,2
1,1,860,65,0.01442052997,21.64,2
1,1,860,70,0.01411230851,21.18,2
1,1,860,75,0.01375438053,20.87,2
1,1,860,80,0.01366310087,20.1,2
1,1,860,85,0.0131891169,19.79,2
1,1,860,90,0.01287748163,19.33,2
1,1,870,10,0.01774518725,26.87,2
1,1,870,15,0.01747533546,26.22746714,2
1,1,870,20,0.01717307837,25.77334578,2
1,1,870,25,0.01692834195,25.365,2
1,1,870,30,0.01656859502,24.86040038,2
1,1,870,35,0.01626344398,24.4060224,2
1,1,870,40,0.01616294053,23.86643131,2
1,1,870,45,0.015652948,23.49315,2
1,1,870,50,0.01540941598,22.99815,2
1,1,870,55,0.01504196195,22.57530632,2
1,1,870,60,0.01473600603,22.115,2
1,1,870,65,0.0143894341,21.745,2
1,1,870,70,0.01412099146,21.195,2
1,1,870,75,0.01381316304,20.73350393,2
1,1,870,80,0.01350714536,20.268,2
1,1,870,85,0.01319861282,19.805,2
1,1,870,90,0.01289887842,19.4,2
1,1,880,10,0.01772221563,26.92,2
1,1,880,15,0.01746491096,26.45,2
1,1,880,20,0.01717998249,25.78667557,2
1,1,880,25,0.01687705343,25.33240307,2
1,1,880,30,0.01657531917,24.87480454,2
1,1,880,35,0.01668371234,23.945,2
1,1,880,40,0.01596720013,23.9620988,2
1,1,880,45,0.01681054023,22,2
1,1,880,50,0.01526547301,23.275,2
1,1,880,55,0.01500566494,22.715,2
1,1,880,60,0.01474574734,22.1272882,2
1,1,880,65,0.01428272461,22.09,2
1,1,880,70,0.01413279295,21.205,2
1,1,880,75,0.01373265331,20.99404107,2
1,1,880,80,0.01343990161,20.415,2
1,1,880,85,0.01324327936,19.89,2
1,1,880,90,0.01289789081,19.35834578,2
1,1,890,10,0.01779459116,26.7,2
1,1,890,15,0.01749118153,26.25,2
1,1,890,20,0.01719004303,25.795,2
1,1,890,25,0.01691373927,25.33,2
1,1,890,30,0.01658466294,24.885,2
1,1,890,35,0.01626819316,24.50556293,2
1,1,890,40,0.01597527062,23.975,2
1,1,890,45,0.01567244646,23.515,2
1,1,890,50,0.01536533991,23.06,2
1,1,890,55,0.01556057593,22.005,2
1,1,890,60,0.01475275974,22.14336696,2
1,1,890,65,0.01423980088,22.046296,2
1,1,890,70,0.01426925532,21.08336696,2
1,1,890,75,0.01383276064,20.76,2
1,1,890,80,0.01352360773,20.3,2
1,1,890,85,0.01321694013,19.835,2
1,1,890,90,0.01290841796,19.371548,2
1,1,900,10,0.01779950425,26.715,2
1,1,900,15,0.01749968864,26.26,2
1,1,900,20,0.01719658264,25.80834578,2
1,1,900,25,0.01689356306,25.355,2
1,1,900,30,0.01693079416,24.515,2
1,1,900,35,0.01628689936,24.44467466,2
1,1,900,40,0.01607435598,23.99836696,2
1,1,900,45,0.01568007022,23.52868446,2
1,1,900,50,0.01474186394,24.06988484,2
1,1,900,55,0.01573480249,22.00336696,2
1,1,900,60,0.01476253599,22.155,2
1,1,900,65,0.01445626708,21.695,2
1,1,900,70,0.0142604869,21.155,2
1,1,900,75,0.0138410786,20.775,2
1,1,900,80,0.01352556861,20.415,2
1,1,900,85,0.01324941578,19.875,2
1,1,900,90,0.01291854226,19.385,2
1,1,910,10,0.01780758402,26.725,2
1,1,910,15,0.01750802763,26.27,2
1,1,910,20,0.01720407851,25.82,2
1,1,910,25,0.01690242032,25.365,2
1,1,910,30,0.01848600058,22.07800063,2
1,1,910,35,0.01629605796,24.455,2
1,1,910,40,0.0159913904,24,2
1,1,910,45,0.01568908709,23.54,2
1,1,910,50,0.01529785933,23.32836696,2
1,1,910,55,0.01507673361,22.62737034,2
1,1,910,60,0.01476987455,22.17,2
1,1,910,65,0.01440728358,21.91836696,2
1,1,910,70,0.01419202509,21.3,2
1,1,910,75,0.01377360752,21.015,2
1,1,910,80,0.01354389296,20.325,2
1,1,910,85,0.01323663507,19.86166698,2
1,1,910,90,0.01292743369,19.4,2
1,1,920,10,0.01781550216,26.735,2
1,1,920,15,0.01755580805,26.28,2
1,1,920,20,0.01715904491,26.058,2
1,1,920,25,0.01695784096,25.685,2
1,1,920,30,0.01660645454,24.92334578,2
1,1,920,35,0.01644619822,24.39,2
1,1,920,40,0.01600084624,24.01,2
1,1,920,45,0.01569699757,23.55270361,2
1,1,920,50,0.01539246956,23.095,2
1,1,920,55,0.01518995033,22.57336696,2
1,1,920,60,0.01478035494,22.18,2
1,1,920,65,0.01447460098,21.72,2
1,1,920,70,0.01413079443,21.46,2
1,1,920,75,0.01386044224,20.8,2
1,1,920,80,0.05985341482,10.11432,2
1,1,920,85,0.01314943635,20.1084,2
1,1,920,90,0.01317790478,19.13,2
1,1,930,10,0.0178232622,26.745,2
1,1,930,15,0.01752088392,26.295,2
1,1,930,20,0.01739816374,25.84,2
1,1,930,25,0.01691629642,25.39,2
1,1,930,30,0.01661412645,24.935,2
1,1,930,35,0.01631306179,24.47683616,2
1,1,930,40,0.01612858335,24.30649578,2
1,1,930,45,0.01574835108,23.65436696,2
1,1,930,50,0.01539892577,23.11,2
1,1,930,55,0.01520224384,22.645,2
1,1,930,60,0.01489157806,22.19,2
1,1,930,65,0.01454456824,21.77,2
1,1,930,70,0.01417542809,21.275,2
1,1,930,75,0.01386816495,20.815,2
1,1,930,80,0.01359109179,20.425,2
1,1,930,85,0.01328467267,19.93,2
1,1,930,90,0.0129446007,19.43,2
1,1,940,10,0.01783086754,26.755,2
1,1,940,15,0.0175287401,26.305,2
1,1,940,20,0.01728426014,25.80334578,2
1,1,940,25,0.01692631273,25.39751128,2
1,1,940,30,0.01664317306,25.06,2
1,1,940,35,0.01632091528,24.48834578,2
1,1,940,40,0.01601590587,24.035,2
1,1,940,45,0.01571103106,23.58,2
1,1,940,50,0.01540853735,23.12,2
1,1,940,55,0.01526751648,22.58836696,2
1,1,940,60,0.01479743076,22.205,2
1,1,940,65,0.01449218068,21.745,2
1,1,940,70,0.01418379855,21.28836696,2
1,1,940,75,0.01387902953,20.825,2
1,1,940,80,0.01356915787,20.368,2
1,1,940,85,0.01326431094,19.90218867,2
1,1,940,90,0.01313467973,19.25741522,2
1,1,950,10,0.0178383214,26.765,2
1,1,950,15,0.01776402336,26.2,2
1,1,950,20,0.01723350209,25.865,2
1,1,950,25,0.01693400367,25.40827295,2
1,1,950,30,0.01686440898,24.76,2
1,1,950,35,0.01632627826,24.50334578,2
1,1,950,40,0.01602373221,24.04667557,2
1,1,950,45,0.015720222,23.59,2
1,1,950,50,0.01541493624,23.13456229,2
1,1,950,55,0.01511146446,22.675,2
1,1,950,60,0.01472764674,22.48233949,2
1,1,950,65,0.014516245,21.825,2
1,1,950,70,0.01427221512,21.29,2
1,1,950,75,0.01410834786,20.685,2
1,1,950,80,0.01357793547,20.38122489,2
1,1,950,85,0.01327138261,19.91834578,2
1,1,950,90,0.01296492495,19.45407302,2
1,1,960,10,0.01780545896,26.965,2
1,1,960,15,0.01754399352,26.325,2
1,1,960,20,0.01724358525,25.87156914,2
1,1,960,25,0.0169771958,25.42,2
1,1,960,30,0.0165972896,25.185,2
1,1,960,35,0.01633504224,24.513,2
1,1,960,40,0.01600617116,24.26,2
1,1,960,45,0.01572924661,23.6,2
1,1,960,50,0.01536020758,23.46850274,2
1,1,960,55,0.01509901828,22.77336696,2
1,1,960,60,0.0148137947,22.23,2
1,1,960,65,0.01450679433,21.77336696,2
1,1,960,70,0.01420139361,21.313,2
1,1,960,75,0.01389354148,20.855,2
1,1,960,80,0.01371611764,20.31,2
1,1,960,85,0.01328063751,19.93094559,2
1,1,960,90,0.01297393848,19.46740307,2
1,1,970,10,0.01784945565,26.79,2
1,1,970,15,0.01732283764,26.835,2
1,1,970,20,0.01724894559,25.885,2
1,1,970,25,0.01694878496,25.43,2
1,1,970,30,0.01683248062,24.805,2
1,1,970,35,0.01634208518,24.525,2
1,1,970,40,0.01603873268,24.07027295,2
1,1,970,45,0.015488952,24.085,2
1,1,970,50,0.01543281493,23.15530632,2
1,1,970,55,0.01512699541,22.7,2
1,1,970,60,0.0148233849,22.24,2
1,1,970,65,0.01451462806,21.78636696,2
1,1,970,70,0.01416491782,21.44947988,2
1,1,970,75,0.01390386012,20.865,2
1,1,970,80,0.01359672328,20.405,2
1,1,970,85,0.01328984218,19.94334578,2
1,1,970,90,0.01298325481,19.48,2
1,1,980,10,0.01785816177,26.79746714,2
1,1,980,15,0.01788944143,25.99,2
1,1,980,20,0.01732935277,25.855,2
1,1,980,25,0.01695566534,25.44129007,2
1,1,980,30,0.01668444843,25.01,2
1,1,980,35,0.01631593197,24.73,2
1,1,980,40,0.01604847852,24.07834578,2
1,1,980,45,0.01574347826,23.625,2
1,1,980,50,0.0154397178,23.16836696,2
1,1,980,55,0.01513393457,22.71336696,2
1,1,980,60,0.01482947622,22.255,2
1,1,980,65,0.01452520265,21.795,2
1,1,980,70,0.01425230716,21.37336696,2
1,1,980,75,0.01391192052,20.87812699,2
1,1,980,80,0.01360377583,20.42,2
1,1,980,85,0.01329836773,19.95649578,2
1,1,980,90,0.01299189012,19.49334578,2
1,1,990,10,0.01786335288,26.81,2
1,1,990,15,0.0178705555,26.101,2
1,1,990,20,0.0172638004,25.905,2
1,1,990,25,0.01696078652,25.455,2
1,1,990,30,0.01670759021,25.18,2
1,1,990,35,0.0162815454,24.79,2
1,1,990,40,0.01605568371,24.09,2
1,1,990,45,0.01578493511,23.61,2
1,1,990,50,0.01544741317,23.18,2
1,1,990,55,0.01514186791,22.725,2
1,1,990,60,0.01483642271,22.26847102,2
1,1,990,65,0.0145313682,21.81,2
1,1,990,70,0.01422781512,21.34794238,2
1,1,990,75,0.01392161193,20.88854967,2
1,1,990,80,0.01361398681,20.43,2
1,1,990,85,0.01330648143,19.97,2
1,1,990,90,0.01300036125,19.50667045,2
1,1,1000,10,0.0178700954,26.82,2
1,1,1000,15,0.0175694195,26.37,2
1,1,1000,20,0.01727101444,25.915,2
1,1,1000,25,0.01702507877,25.53,2
1,1,1000,30,0.01666553866,25.01334578,2
1,1,1000,35,0.01636564601,24.67,2
1,1,1000,40,0.0161101399,24.13,2
1,1,1000,45,0.01575708441,23.65,2
1,1,1000,50,0.01545604115,23.19,2
1,1,1000,55,0.01514871935,22.73801949,2
1,1,1000,60,0.0148986528,22.305,2
1,1,1000,65,0.01456130441,21.865,2
1,1,1000,70,0.01423601409,21.36,2
1,1,1000,75,0.01392845202,20.903,2
1,1,1000,80,0.01362202872,20.443,2
1,1,1000,85,0.0133153119,19.98217001,2
1,1,1000,90,0.0130197024,19.595,2
1,1,10,10,0.03059869242,0.1540393465,3
1,1,10,15,0.03082986324,0.1539684929,3
1,1,10,20,0.03106096123,0.1538980033,3
1,1,10,25,0.03129198703,0.1538278747,3
1,1,10,30,0.03152294126,0.1537581038,3
1,1,10,35,0.03077626803,0.1585760766,3
1,1,10,40,0.03100757104,0.1585045617,3
1,1,10,45,0.03123880179,0.1584334075,3
1,1,10,50,0.03146996084,0.1583626108,3
1,1,10,55,0.03170104868,0.1582921684,3
1,1,10,60,0.0319320657,0.1582220768,3
1,1,10,65,0.03216301206,0.1581523324,3
1,1,10,70,0.03239388761,0.158082931,3
1,1,10,75,0.03165098648,0.1628819989,3
1,1,10,80,0.0318821877,0.1628109134,3
1,1,10,85,0.03211330999,0.1627401623,3
1,1,10,90,0.03234434755,0.1626697327,3
1,1,20,10,0.06181087274,0.305047475,3
1,1,20,15,0.06133607036,0.3095907344,3
1,1,20,20,0.06179118184,0.309485173,3
1,1,20,25,0.06201654016,0.3105281923,3
1,1,20,30,0.06247164267,0.3104226755,3
1,1,20,35,0.0629266435,0.3103176668,3
1,1,20,40,0.06246437326,0.3147982748,3
1,1,20,45,0.06291949633,0.3146926535,3
1,1,20,50,0.06337451845,0.3145875349,3
1,1,20,55,0.06291323495,0.3190632033,3
1,1,20,60,0.06336837526,0.3189574832,3
1,1,20,65,0.06382341396,0.3188522582,3
1,1,20,70,0.06427835031,0.3187475218,3
1,1,20,75,0.06381824218,0.3232172275,3
1,1,20,80,0.06427327853,0.3231118762,3
1,1,20,85,0.0647281981,0.3230069837,3
1,1,20,90,0.06518298864,0.322902525,3
1,1,30,10,0.09253766197,0.4584546952,3
1,1,30,15,0.09233388561,0.4627274979,3
1,1,30,20,0.09301370318,0.4625833975,3
1,1,30,25,0.0928105028,0.4668533209,3
1,1,30,30,0.09349032779,0.4667091831,3
1,1,30,35,0.09417001616,0.4665657279,3
1,1,30,40,0.09396752866,0.4708320864,3
1,1,30,45,0.09464722433,0.4706885924,3
1,1,30,50,0.0944452982,0.4749521402,3
1,1,30,55,0.09512499943,0.4748086096,3
1,1,30,60,0.09580456542,0.4746657443,3
1,1,30,65,0.0956033295,0.4789258047,3
1,1,30,70,0.09628289395,0.4787828907,3
1,1,30,75,0.09608219102,0.4830401842,3
1,1,30,80,0.09676173451,0.4828971967,3
1,1,30,85,0.09744420759,0.4827393709,3
1,1,30,90,0.09725505317,0.4869382866,3
1,1,40,10,0.1232067025,0.6121229047,3
1,1,40,15,0.1232532521,0.6162287507,3
1,1,40,20,0.1233002479,0.6203323663,3
1,1,40,25,0.1242162193,0.6200925024,3
1,1,40,30,0.1242637558,0.6241934148,3
1,1,40,35,0.1251795808,0.6239542817,3
1,1,40,40,0.1252276525,0.6280525175,3
1,1,40,45,0.1261433324,0.6278141069,3
1,1,40,50,0.1261919332,0.6319096915,3
1,1,40,55,0.127107468,0.6316719937,3
1,1,40,60,0.1271565901,0.6357649497,3
1,1,40,65,0.1272061334,0.639855772,3
1,1,40,70,0.1281216059,0.6396182923,3
1,1,40,75,0.1281716424,0.643706508,3
1,1,40,80,0.1290869348,0.6434696821,3
1,1,40,85,0.1291374132,0.6475552563,3
1,1,40,90,0.1300524505,0.6473189777,3
1,1,50,10,0.1535484444,0.7673992486,3
1,1,50,15,0.1538407998,0.7713607456,3
1,1,50,20,0.1549815725,0.7710818629,3
1,1,50,25,0.1552742995,0.7750415031,3
1,1,50,30,0.1555673657,0.7789994469,3
1,1,50,35,0.155860769,0.7829557055,3
1,1,50,40,0.1570013479,0.7826777887,3
1,1,50,45,0.1572951136,0.7866322321,3
1,1,50,50,0.1575892105,0.7905850144,3
1,1,50,55,0.1587295671,0.7903081902,3
1,1,50,60,0.1590240168,0.7942591792,3
1,1,50,65,0.1593187878,0.7982085258,3
1,1,50,70,0.1604589088,0.7979327581,3
1,1,50,75,0.1607540027,0.8018803079,3
1,1,50,80,0.1610493859,0.8058262058,3
1,1,50,85,0.1613450324,0.8097704328,3
1,1,50,90,0.1624847638,0.8094953473,3
1,1,60,10,0.183778348,0.9232065575,3
1,1,60,15,0.1850816597,0.9231998126,3
1,1,60,20,0.1853844821,0.9281931001,3
1,1,60,25,0.1866877809,0.9281864196,3
1,1,60,30,0.1869905904,0.9331797709,3
1,1,60,35,0.1872933933,0.9381731538,3
1,1,60,40,0.1885966726,0.9381665679,3
1,1,60,45,0.1888994621,0.943160013,3
1,1,60,50,0.1892022441,0.9481534888,3
1,1,60,55,0.1905055003,0.9481469951,3
1,1,60,60,0.1908082626,0.9531405316,3
1,1,60,65,0.1911110097,0.9581340978,3
1,1,60,70,0.1924142178,0.9581276935,3
1,1,60,75,0.1927169076,0.9631213182,3
1,1,60,80,0.1930195403,0.9681149712,3
1,1,60,85,0.1943225642,0.9681086516,3
1,1,60,90,0.1946249486,0.973102358,3
1,1,70,10,0.2152658297,1.072701477,3
1,1,70,15,0.2158831797,1.07720693,3
1,1,70,20,0.2165009246,1.081710411,3
1,1,70,25,0.2175445918,1.084085479,3
1,1,70,30,0.2181538121,1.088631558,3
1,1,70,35,0.218763381,1.093175893,3
1,1,70,40,0.2193732963,1.097718496,3
1,1,70,45,0.2199835554,1.102259376,3
1,1,70,50,0.2205941556,1.106798543,3
1,1,70,55,0.2221961341,1.106383595,3
1,1,70,60,0.2228070303,1.110921238,3
1,1,70,65,0.2234182557,1.11545718,3
1,1,70,70,0.2240298012,1.119991423,3
1,1,70,75,0.2246416523,1.124523962,3
1,1,70,80,0.2252537856,1.129054779,3
1,1,70,85,0.2258661635,1.133583839,3
1,1,70,90,0.2274671802,1.133171606,3
1,1,80,10,0.245884141,1.22651243,3
1,1,80,15,0.246731729,1.230951295,3
1,1,80,20,0.2475795891,1.235388801,3
1,1,80,25,0.2484277197,1.239824955,3
1,1,80,30,0.2492761194,1.244259764,3
1,1,80,35,0.2501247863,1.248693235,3
1,1,80,40,0.250973719,1.253125377,3
1,1,80,45,0.2518229155,1.257556195,3
1,1,80,50,0.2526723737,1.261985696,3
1,1,80,55,0.2535220905,1.266413886,3
1,1,80,60,0.2543720618,1.270840768,3
1,1,80,65,0.2552222815,1.275266343,3
1,1,80,70,0.2560727396,1.27969061,3
1,1,80,75,0.2569234197,1.284113556,3
1,1,80,80,0.2577742952,1.288535158,3
1,1,80,85,0.2586253218,1.292955373,3
1,1,80,90,0.2594764273,1.297374122,3
1,1,90,10,0.2763794229,1.380910373,3
1,1,90,15,0.2774636379,1.385250727,3
1,1,90,20,0.2785480523,1.389590086,3
1,1,90,25,0.2796326651,1.393928453,3
1,1,90,30,0.2807174753,1.398265833,3
1,1,90,35,0.2808360874,1.407430706,3
1,1,90,40,0.2819216317,1.411764413,3
1,1,90,45,0.2830073682,1.416097155,3
1,1,90,50,0.2840932951,1.420428933,3
1,1,90,55,0.2851794099,1.424759751,3
1,1,90,60,0.2862657085,1.429089609,3
1,1,90,65,0.2873521844,1.433418504,3
1,1,90,70,0.2884388266,1.437746431,3
1,1,90,75,0.2895256168,1.442073372,3
1,1,90,80,0.2896491499,1.451212676,3
1,1,90,85,0.2907364502,1.455535898,3
1,1,90,90,0.2918237305,1.459857969,3
1,1,100,10,0.3071483622,1.533913324,3
1,1,100,15,0.3084670967,1.538165703,3
1,1,100,20,0.3088287078,1.54719985,3
1,1,100,25,0.3101480429,1.551449228,3
1,1,100,30,0.3114675099,1.555697946,3
1,1,100,35,0.3127871084,1.559946006,3
1,1,100,40,0.3131508985,1.56896926,3
1,1,100,45,0.3144710833,1.573214381,3
1,1,100,50,0.3157913949,1.577458854,3
1,1,100,55,0.317111831,1.581702679,3
1,1,100,60,0.3174777412,1.590715248,3
1,1,100,65,0.3187987304,1.594956173,3
1,1,100,70,0.3201198193,1.59919644,3
1,1,100,75,0.3214409873,1.603436029,3
1,1,100,80,0.3218088194,1.61243796,3
1,1,100,85,0.3231303286,1.616674494,3
1,1,100,90,0.3244517238,1.620910156,3
1,1,110,10,0.3381493844,1.685729308,3
1,1,110,15,0.338752231,1.694641549,3
1,1,110,20,0.3403042416,1.698812167,3
1,1,110,25,0.3409081981,1.707718862,3
1,1,110,30,0.3424606742,1.711887153,3
1,1,110,35,0.3440132229,1.71605508,3
1,1,110,40,0.3446186632,1.724954356,3
1,1,110,45,0.3461716686,1.72911999,3
1,1,110,50,0.3477247431,1.733285263,3
1,1,110,55,0.3483316377,1.742177221,3
1,1,110,60,0.3498851499,1.746340222,3
1,1,110,65,0.3504930838,1.755226831,3
1,1,110,70,0.352046995,1.759387555,3
1,1,110,75,0.3536009215,1.763547878,3
1,1,110,80,0.3542101014,1.77242718,3
1,1,110,85,0.3557642113,1.776585045,3
1,1,110,90,0.3573181165,1.78074229,3
1,1,120,10,0.3684094762,1.841218986,3
1,1,120,15,0.3701929719,1.845316793,3
1,1,120,20,0.3710357756,1.854113521,3
1,1,120,25,0.3728196193,1.858209589,3
1,1,120,30,0.3736633844,1.867001513,3
1,1,120,35,0.3754475718,1.87109586,3
1,1,120,40,0.3762922875,1.879883029,3
1,1,120,45,0.3780768133,1.883975673,3
1,1,120,50,0.3789224668,1.892758131,3
1,1,120,55,0.3797687315,1.901537502,3
1,1,120,60,0.381553891,1.905626867,3
1,1,120,65,0.3824010523,1.91440158,3
1,1,120,70,0.3841864876,1.918489244,3
1,1,120,75,0.3850344689,1.927259281,3
1,1,120,80,0.3868200611,1.931345148,3
1,1,120,85,0.3876686559,1.940110363,3
1,1,120,90,0.3894540733,1.944194131,3
1,1,130,10,0.3988589124,1.99573496,3
1,1,130,15,0.4008258341,2,3
1,1,130,20,0.4019002223,2.008723043,3
1,1,130,25,0.4034643396,2.015,3
1,1,130,30,0.4052841151,2.02,3
1,1,130,35,0.4061028439,2.03,3
1,1,130,40,0.407922618,2.035,3
1,1,130,45,0.4087413437,2.045,3
1,1,130,50,0.4103928417,2.050840471,3
1,1,130,55,0.4117980927,2.057910852,3
1,1,130,60,0.4131995721,2.065,3
1,1,130,65,0.4150192923,2.07,3
1,1,130,70,0.4158379187,2.08,3
1,1,130,75,0.4176575084,2.085,3
1,1,130,80,0.4184759045,2.095,3
1,1,130,85,0.4200541091,2.101203686,3
1,1,130,90,0.4219356144,2.105890358,3
1,1,140,10,0.4303541495,2.145,3
1,1,140,15,0.4311099812,2.156396969,3
1,1,140,20,0.43343745,2.159944597,3
1,1,140,25,0.4346302179,2.169159343,3
1,1,140,30,0.435497437,2.18,3
1,1,140,35,0.4375341031,2.185,3
1,1,140,40,0.4385696413,2.195,3
1,1,140,45,0.4406063039,2.2,3
1,1,140,50,0.4416418353,2.21,3
1,1,140,55,0.4436805107,2.214989883,3
1,1,140,60,0.4452598225,2.222273918,3
1,1,140,65,0.4467505961,2.23,3
1,1,140,70,0.4477860204,2.24,3
1,1,140,75,0.4498224785,2.245,3
1,1,140,80,0.4508576448,2.255,3
1,1,140,85,0.4528936606,2.26,3
1,1,140,90,0.4539280714,2.27,3
1,1,150,10,0.4606956103,2.3,3
1,1,150,15,0.4619479592,2.31,3
1,1,150,20,0.4642015153,2.315,3
1,1,150,25,0.4654538639,2.325,3
1,1,150,30,0.4670134015,2.333465906,3
1,1,150,35,0.4687285165,2.34115486,3
1,1,150,40,0.4706343107,2.347891561,3
1,1,150,45,0.4724656649,2.355,3
1,1,150,50,0.4737180038,2.365,3
1,1,150,55,0.474970333,2.375,3
1,1,150,60,0.4772238518,2.38,3
1,1,150,65,0.4784761303,2.39,3
1,1,150,70,0.4797951016,2.399666642,3
1,1,150,75,0.4814831502,2.4074896,3
1,1,150,80,0.4830959393,2.415687489,3
1,1,150,85,0.4854864333,2.42,3
1,1,150,90,0.4867375238,2.43,3
1,1,160,10,0.4910314867,2.455,3
1,1,160,15,0.4930087533,2.462462711,3
1,1,160,20,0.4947763225,2.47097256,3
1,1,160,25,0.4962651275,2.480874437,3
1,1,160,30,0.4979093949,2.49,3
1,1,160,35,0.5003798367,2.495,3
1,1,160,40,0.5018489893,2.505,3
1,1,160,45,0.5033181391,2.515,3
1,1,160,50,0.5047872832,2.525,3
1,1,160,55,0.5069976525,2.531298587,3
1,1,160,60,0.508726818,2.54,3
1,1,160,65,0.5101958948,2.55,3
1,1,160,70,0.5116649057,2.56,3
1,1,160,75,0.5141350889,2.565,3
1,1,160,80,0.5156037804,2.575,3
1,1,160,85,0.5170721234,2.585,3
1,1,160,90,0.5195411754,2.59,3
1,1,170,10,0.5220157626,2.606734549,3
1,1,170,15,0.5241486994,2.614502717,3
1,1,170,20,0.5257350663,2.625,3
1,1,170,25,0.5274210258,2.635,3
